"file_name","file_content_in_il","vulnerable"
"CWE_89__array-GET__func_mysql_real_escape_string__multiple_select-sprintf_�d_simple_quote.il","var1 array
var1_0
var1_1 GET
var1_2
var2 var1_1
var2 mysql_real_escape_string var2
var3 sprintf SQL_QUERY var2
var4 mysql_connect
mysql_select_db
echo var3
var5 mysql_query var3
loop var6 mysql_fetch_array var5
  print_r var6
  echo
mysql_close var4","0"
"CWE_89__array-GET__func_mysql_real_escape_string__multiple_select-sprintf_�u.il","var1 array
var1_0
var1_1 GET
var1_2
var2 var1_1
var2 mysql_real_escape_string var2
var3 sprintf SQL_QUERY var2
var4 mysql_connect
mysql_select_db
echo var3
var5 mysql_query var3
loop var6 mysql_fetch_array var5
  print_r var6
  echo
mysql_close var4","0"
"CWE_89__array-GET__func_mysql_real_escape_string__multiple_select-sprintf_�u_simple_quote.il","var1 array
var1_0
var1_1 GET
var1_2
var2 var1_1
var2 mysql_real_escape_string var2
var3 sprintf SQL_QUERY var2
var4 mysql_connect
mysql_select_db
echo var3
var5 mysql_query var3
loop var6 mysql_fetch_array var5
  print_r var6
  echo
mysql_close var4","0"
"CWE_89__array-GET__func_mysql_real_escape_string__select_from_where-concatenation_simple_quote.il","var1 array
var1_0
var1_1 GET
var1_2
var2 var1_1
var2 mysql_real_escape_string var2
var3 SQL_QUERY var2
var4 mysql_connect
mysql_select_db
echo var3
var5 mysql_query var3
loop var6 mysql_fetch_array var5
  print_r var6
  echo
mysql_close var4","0"
"CWE_89__array-GET__func_mysql_real_escape_string__select_from_where-interpretation_simple_quote.il","var1 array
var1_0
var1_1 GET
var1_2
var2 var1_1
var2 mysql_real_escape_string var2
var3 SQL_QUERY var2
var4 mysql_connect
mysql_select_db
echo var3
var5 mysql_query var3
loop var6 mysql_fetch_array var5
  print_r var6
  echo
mysql_close var4","0"
"CWE_89__array-GET__func_mysql_real_escape_string__select_from_where-sprintf_�d.il","var1 array
var1_0
var1_1 GET
var1_2
var2 var1_1
var2 mysql_real_escape_string var2
var3 sprintf SQL_QUERY var2
var4 mysql_connect
mysql_select_db
echo var3
var5 mysql_query var3
loop var6 mysql_fetch_array var5
  print_r var6
  echo
mysql_close var4","0"
"CWE_89__array-GET__func_mysql_real_escape_string__select_from_where-sprintf_�d_simple_quote.il","var1 array
var1_0
var1_1 GET
var1_2
var2 var1_1
var2 mysql_real_escape_string var2
var3 sprintf SQL_QUERY var2
var4 mysql_connect
mysql_select_db
echo var3
var5 mysql_query var3
loop var6 mysql_fetch_array var5
  print_r var6
  echo
mysql_close var4","0"
"CWE_89__array-GET__func_mysql_real_escape_string__select_from_where-sprintf_�s_simple_quote.il","var1 array
var1_0
var1_1 GET
var1_2
var2 var1_1
var2 mysql_real_escape_string var2
var3 sprintf SQL_QUERY var2
var4 mysql_connect
mysql_select_db
echo var3
var5 mysql_query var3
loop var6 mysql_fetch_array var5
  print_r var6
  echo
mysql_close var4","0"
"CWE_89__array-GET__func_mysql_real_escape_string__select_from_where-sprintf_�u.il","var1 array
var1_0
var1_1 GET
var1_2
var2 var1_1
var2 mysql_real_escape_string var2
var3 sprintf SQL_QUERY var2
var4 mysql_connect
mysql_select_db
echo var3
var5 mysql_query var3
loop var6 mysql_fetch_array var5
  print_r var6
  echo
mysql_close var4","0"
"CWE_89__array-GET__func_mysql_real_escape_string__select_from_where-sprintf_�u_simple_quote.il","var1 array
var1_0
var1_1 GET
var1_2
var2 var1_1
var2 mysql_real_escape_string var2
var3 sprintf SQL_QUERY var2
var4 mysql_connect
mysql_select_db
echo var3
var5 mysql_query var3
loop var6 mysql_fetch_array var5
  print_r var6
  echo
mysql_close var4","0"
"CWE_89__array-GET__object-func_mysql_real_escape_stringGetter__join-concatenation_simple_quote.il","var1 array
var1_0
var1_1 GET
var1_2
var2 var1_1
class class_name1
  private var3
  public function function_name1 var4
    var5->data var4
  public function function_name2
    return var5->data
  public function function_name3
    var5->data mysql_real_escape_string var5->data
var6 new class_name1 var2
var6->function_name3
var2 var6->function_name2
var7 SQL_QUERY var2
var8 mysql_connect
mysql_select_db
echo var7
var9 mysql_query var7
loop var3 mysql_fetch_array var9
  print_r var3
  echo
mysql_close var8","0"
"CWE_89__array-GET__object-func_mysql_real_escape_stringGetter__join-interpretation_simple_quote.il","var1 array
var1_0
var1_1 GET
var1_2
var2 var1_1
class class_name1
  private var3
  public function function_name1 var4
    var5->data var4
  public function function_name2
    return var5->data
  public function function_name3
    var5->data mysql_real_escape_string var5->data
var6 new class_name1 var2
var6->function_name3
var2 var6->function_name2
var7 SQL_QUERY var2
var8 mysql_connect
mysql_select_db
echo var7
var9 mysql_query var7
loop var3 mysql_fetch_array var9
  print_r var3
  echo
mysql_close var8","0"
"CWE_89__array-GET__object-func_mysql_real_escape_stringGetter__select_from-concatenation_simple_quote.il","var1 array
var1_0
var1_1 GET
var1_2
var2 var1_1
class class_name1
  private var3
  public function function_name1 var4
    var5->data var4
  public function function_name2
    return var5->data
  public function function_name3
    var5->data mysql_real_escape_string var5->data
var6 new class_name1 var2
var6->function_name3
var2 var6->function_name2
var7 SQL_QUERY var2
var8 mysql_connect
mysql_select_db
echo var7
var9 mysql_query var7
loop var3 mysql_fetch_array var9
  print_r var3
  echo
mysql_close var8","0"
"CWE_89__array-GET__object-func_mysql_real_escape_stringGetter__select_from-interpretation_simple_quote.il","var1 array
var1_0
var1_1 GET
var1_2
var2 var1_1
class class_name1
  private var3
  public function function_name1 var4
    var5->data var4
  public function function_name2
    return var5->data
  public function function_name3
    var5->data mysql_real_escape_string var5->data
var6 new class_name1 var2
var6->function_name3
var2 var6->function_name2
var7 SQL_QUERY var2
var8 mysql_connect
mysql_select_db
echo var7
var9 mysql_query var7
loop var3 mysql_fetch_array var9
  print_r var3
  echo
mysql_close var8","0"
"CWE_89__array-GET__object-func_mysql_real_escape_stringGetter__select_from-sprintf_�s_simple_quote.il","var1 array
var1_0
var1_1 GET
var1_2
var2 var1_1
class class_name1
  private var3
  public function function_name1 var4
    var5->data var4
  public function function_name2
    return var5->data
  public function function_name3
    var5->data mysql_real_escape_string var5->data
var6 new class_name1 var2
var6->function_name3
var2 var6->function_name2
var7 sprintf SQL_QUERY var2
var8 mysql_connect
mysql_select_db
echo var7
var9 mysql_query var7
loop var3 mysql_fetch_array var9
  print_r var3
  echo
mysql_close var8","0"
"CWE_89__array-GET__object-func_mysql_real_escape_string__join-concatenation_simple_quote.il","var1 array
var1_0
var1_1 GET
var1_2
var2 var1_1
class class_name1
  public function function_name1 var3
    return mysql_real_escape_string var3
var4 new class_name1
var2 var4->function_name1 var2
var5 SQL_QUERY var2
var6 mysql_connect
mysql_select_db
echo var5
var7 mysql_query var5
loop var8 mysql_fetch_array var7
  print_r var8
  echo
mysql_close var6","0"
"CWE_89__array-GET__object-func_mysql_real_escape_string__join-interpretation_simple_quote.il","var1 array
var1_0
var1_1 GET
var1_2
var2 var1_1
class class_name1
  public function function_name1 var3
    return mysql_real_escape_string var3
var4 new class_name1
var2 var4->function_name1 var2
var5 SQL_QUERY var2
var6 mysql_connect
mysql_select_db
echo var5
var7 mysql_query var5
loop var8 mysql_fetch_array var7
  print_r var8
  echo
mysql_close var6","0"
"CWE_89__array-GET__object-func_mysql_real_escape_string__join-sprintf_�s_simple_quote.il","var1 array
var1_0
var1_1 GET
var1_2
var2 var1_1
class class_name1
  public function function_name1 var3
    return mysql_real_escape_string var3
var4 new class_name1
var2 var4->function_name1 var2
var5 sprintf SQL_QUERY var2
var6 mysql_connect
mysql_select_db
echo var5
var7 mysql_query var5
loop var8 mysql_fetch_array var7
  print_r var8
  echo
mysql_close var6","0"
"CWE_89__array-GET__object-func_mysql_real_escape_string__select_from-concatenation_simple_quote.il","var1 array
var1_0
var1_1 GET
var1_2
var2 var1_1
class class_name1
  public function function_name1 var3
    return mysql_real_escape_string var3
var4 new class_name1
var2 var4->function_name1 var2
var5 SQL_QUERY var2
var6 mysql_connect
mysql_select_db
echo var5
var7 mysql_query var5
loop var8 mysql_fetch_array var7
  print_r var8
  echo
mysql_close var6","0"
"CWE_89__array-GET__object-func_mysql_real_escape_string__select_from-interpretation_simple_quote.il","var1 array
var1_0
var1_1 GET
var1_2
var2 var1_1
class class_name1
  public function function_name1 var3
    return mysql_real_escape_string var3
var4 new class_name1
var2 var4->function_name1 var2
var5 SQL_QUERY var2
var6 mysql_connect
mysql_select_db
echo var5
var7 mysql_query var5
loop var8 mysql_fetch_array var7
  print_r var8
  echo
mysql_close var6","0"
"CWE_89__array-GET__object-func_mysql_real_escape_string__select_from-sprintf_�s_simple_quote.il","var1 array
var1_0
var1_1 GET
var1_2
var2 var1_1
class class_name1
  public function function_name1 var3
    return mysql_real_escape_string var3
var4 new class_name1
var2 var4->function_name1 var2
var5 sprintf SQL_QUERY var2
var6 mysql_connect
mysql_select_db
echo var5
var7 mysql_query var5
loop var8 mysql_fetch_array var7
  print_r var8
  echo
mysql_close var6","0"
"CWE_89__backticks__func_mysql_real_escape_string__multiple_AS-concatenation_simple_quote.il","var1 exec
var1 mysql_real_escape_string var1
var2 SQL_QUERY var1
var3 mysql_connect
mysql_select_db
echo var2
var4 mysql_query var2
loop var5 mysql_fetch_array var4
  print_r var5
  echo
mysql_close var3","0"
"CWE_89__backticks__func_mysql_real_escape_string__multiple_AS-interpretation_simple_quote.il","var1 exec
var1 mysql_real_escape_string var1
var2 SQL_QUERY var1
var3 mysql_connect
mysql_select_db
echo var2
var4 mysql_query var2
loop var5 mysql_fetch_array var4
  print_r var5
  echo
mysql_close var3","0"
"CWE_89__backticks__func_mysql_real_escape_string__multiple_AS-sprintf_�d.il","var1 exec
var1 mysql_real_escape_string var1
var2 sprintf SQL_QUERY var1
var3 mysql_connect
mysql_select_db
echo var2
var4 mysql_query var2
loop var5 mysql_fetch_array var4
  print_r var5
  echo
mysql_close var3","0"
"CWE_89__backticks__func_mysql_real_escape_string__multiple_AS-sprintf_�d_simple_quote.il","var1 exec
var1 mysql_real_escape_string var1
var2 sprintf SQL_QUERY var1
var3 mysql_connect
mysql_select_db
echo var2
var4 mysql_query var2
loop var5 mysql_fetch_array var4
  print_r var5
  echo
mysql_close var3","0"
"CWE_89__backticks__func_mysql_real_escape_string__multiple_AS-sprintf_�s_simple_quote.il","var1 exec
var1 mysql_real_escape_string var1
var2 sprintf SQL_QUERY var1
var3 mysql_connect
mysql_select_db
echo var2
var4 mysql_query var2
loop var5 mysql_fetch_array var4
  print_r var5
  echo
mysql_close var3","0"
"CWE_89__backticks__func_mysql_real_escape_string__multiple_AS-sprintf_�u.il","var1 exec
var1 mysql_real_escape_string var1
var2 sprintf SQL_QUERY var1
var3 mysql_connect
mysql_select_db
echo var2
var4 mysql_query var2
loop var5 mysql_fetch_array var4
  print_r var5
  echo
mysql_close var3","0"
"CWE_89__backticks__func_mysql_real_escape_string__multiple_AS-sprintf_�u_simple_quote.il","var1 exec
var1 mysql_real_escape_string var1
var2 sprintf SQL_QUERY var1
var3 mysql_connect
mysql_select_db
echo var2
var4 mysql_query var2
loop var5 mysql_fetch_array var4
  print_r var5
  echo
mysql_close var3","0"
"CWE_89__backticks__func_mysql_real_escape_string__multiple_select-concatenation_simple_quote.il","var1 exec
var1 mysql_real_escape_string var1
var2 SQL_QUERY var1
var3 mysql_connect
mysql_select_db
echo var2
var4 mysql_query var2
loop var5 mysql_fetch_array var4
  print_r var5
  echo
mysql_close var3","0"
"CWE_89__backticks__func_mysql_real_escape_string__multiple_select-interpretation_simple_quote.il","var1 exec
var1 mysql_real_escape_string var1
var2 SQL_QUERY var1
var3 mysql_connect
mysql_select_db
echo var2
var4 mysql_query var2
loop var5 mysql_fetch_array var4
  print_r var5
  echo
mysql_close var3","0"
"CWE_89__backticks__func_mysql_real_escape_string__multiple_select-sprintf_�d.il","var1 exec
var1 mysql_real_escape_string var1
var2 sprintf SQL_QUERY var1
var3 mysql_connect
mysql_select_db
echo var2
var4 mysql_query var2
loop var5 mysql_fetch_array var4
  print_r var5
  echo
mysql_close var3","0"
"CWE_89__backticks__func_mysql_real_escape_string__multiple_select-sprintf_�d_simple_quote.il","var1 exec
var1 mysql_real_escape_string var1
var2 sprintf SQL_QUERY var1
var3 mysql_connect
mysql_select_db
echo var2
var4 mysql_query var2
loop var5 mysql_fetch_array var4
  print_r var5
  echo
mysql_close var3","0"
"CWE_89__backticks__func_mysql_real_escape_string__multiple_select-sprintf_�s_simple_quote.il","var1 exec
var1 mysql_real_escape_string var1
var2 sprintf SQL_QUERY var1
var3 mysql_connect
mysql_select_db
echo var2
var4 mysql_query var2
loop var5 mysql_fetch_array var4
  print_r var5
  echo
mysql_close var3","0"
"CWE_89__backticks__func_mysql_real_escape_string__multiple_select-sprintf_�u.il","var1 exec
var1 mysql_real_escape_string var1
var2 sprintf SQL_QUERY var1
var3 mysql_connect
mysql_select_db
echo var2
var4 mysql_query var2
loop var5 mysql_fetch_array var4
  print_r var5
  echo
mysql_close var3","0"
"CWE_89__backticks__func_mysql_real_escape_string__multiple_select-sprintf_�u_simple_quote.il","var1 exec
var1 mysql_real_escape_string var1
var2 sprintf SQL_QUERY var1
var3 mysql_connect
mysql_select_db
echo var2
var4 mysql_query var2
loop var5 mysql_fetch_array var4
  print_r var5
  echo
mysql_close var3","0"
"CWE_89__backticks__func_mysql_real_escape_string__select_from_where-concatenation_simple_quote.il","var1 exec
var1 mysql_real_escape_string var1
var2 SQL_QUERY var1
var3 mysql_connect
mysql_select_db
echo var2
var4 mysql_query var2
loop var5 mysql_fetch_array var4
  print_r var5
  echo
mysql_close var3","0"
"CWE_89__backticks__func_mysql_real_escape_string__select_from_where-interpretation_simple_quote.il","var1 exec
var1 mysql_real_escape_string var1
var2 SQL_QUERY var1
var3 mysql_connect
mysql_select_db
echo var2
var4 mysql_query var2
loop var5 mysql_fetch_array var4
  print_r var5
  echo
mysql_close var3","0"
"CWE_89__backticks__func_mysql_real_escape_string__select_from_where-sprintf_�d.il","var1 exec
var1 mysql_real_escape_string var1
var2 sprintf SQL_QUERY var1
var3 mysql_connect
mysql_select_db
echo var2
var4 mysql_query var2
loop var5 mysql_fetch_array var4
  print_r var5
  echo
mysql_close var3","0"
"CWE_89__backticks__func_mysql_real_escape_string__select_from_where-sprintf_�d_simple_quote.il","var1 exec
var1 mysql_real_escape_string var1
var2 sprintf SQL_QUERY var1
var3 mysql_connect
mysql_select_db
echo var2
var4 mysql_query var2
loop var5 mysql_fetch_array var4
  print_r var5
  echo
mysql_close var3","0"
"CWE_89__backticks__func_mysql_real_escape_string__select_from_where-sprintf_�s_simple_quote.il","var1 exec
var1 mysql_real_escape_string var1
var2 sprintf SQL_QUERY var1
var3 mysql_connect
mysql_select_db
echo var2
var4 mysql_query var2
loop var5 mysql_fetch_array var4
  print_r var5
  echo
mysql_close var3","0"
"CWE_89__backticks__func_mysql_real_escape_string__select_from_where-sprintf_�u.il","var1 exec
var1 mysql_real_escape_string var1
var2 sprintf SQL_QUERY var1
var3 mysql_connect
mysql_select_db
echo var2
var4 mysql_query var2
loop var5 mysql_fetch_array var4
  print_r var5
  echo
mysql_close var3","0"
"CWE_89__backticks__func_mysql_real_escape_string__select_from_where-sprintf_�u_simple_quote.il","var1 exec
var1 mysql_real_escape_string var1
var2 sprintf SQL_QUERY var1
var3 mysql_connect
mysql_select_db
echo var2
var4 mysql_query var2
loop var5 mysql_fetch_array var4
  print_r var5
  echo
mysql_close var3","0"
"CWE_89__backticks__object-func_mysql_real_escape_stringGetter__join-concatenation_simple_quote.il","var1 exec
class class_name1
  private var2
  public function function_name1 var3
    var4->data var3
  public function function_name2
    return var4->data
  public function function_name3
    var4->data mysql_real_escape_string var4->data
var5 new class_name1 var1
var5->function_name3
var1 var5->function_name2
var6 SQL_QUERY var1
var7 mysql_connect
mysql_select_db
echo var6
var8 mysql_query var6
loop var2 mysql_fetch_array var8
  print_r var2
  echo
mysql_close var7","0"
"CWE_89__backticks__object-func_mysql_real_escape_stringGetter__join-interpretation_simple_quote.il","var1 exec
class class_name1
  private var2
  public function function_name1 var3
    var4->data var3
  public function function_name2
    return var4->data
  public function function_name3
    var4->data mysql_real_escape_string var4->data
var5 new class_name1 var1
var5->function_name3
var1 var5->function_name2
var6 SQL_QUERY var1
var7 mysql_connect
mysql_select_db
echo var6
var8 mysql_query var6
loop var2 mysql_fetch_array var8
  print_r var2
  echo
mysql_close var7","0"
"CWE_89__backticks__object-func_mysql_real_escape_stringGetter__select_from-concatenation_simple_quote.il","var1 exec
class class_name1
  private var2
  public function function_name1 var3
    var4->data var3
  public function function_name2
    return var4->data
  public function function_name3
    var4->data mysql_real_escape_string var4->data
var5 new class_name1 var1
var5->function_name3
var1 var5->function_name2
var6 SQL_QUERY var1
var7 mysql_connect
mysql_select_db
echo var6
var8 mysql_query var6
loop var2 mysql_fetch_array var8
  print_r var2
  echo
mysql_close var7","0"
"CWE_89__backticks__object-func_mysql_real_escape_stringGetter__select_from-interpretation_simple_quote.il","var1 exec
class class_name1
  private var2
  public function function_name1 var3
    var4->data var3
  public function function_name2
    return var4->data
  public function function_name3
    var4->data mysql_real_escape_string var4->data
var5 new class_name1 var1
var5->function_name3
var1 var5->function_name2
var6 SQL_QUERY var1
var7 mysql_connect
mysql_select_db
echo var6
var8 mysql_query var6
loop var2 mysql_fetch_array var8
  print_r var2
  echo
mysql_close var7","0"
"CWE_89__backticks__object-func_mysql_real_escape_stringGetter__select_from-sprintf_�s_simple_quote.il","var1 exec
class class_name1
  private var2
  public function function_name1 var3
    var4->data var3
  public function function_name2
    return var4->data
  public function function_name3
    var4->data mysql_real_escape_string var4->data
var5 new class_name1 var1
var5->function_name3
var1 var5->function_name2
var6 sprintf SQL_QUERY var1
var7 mysql_connect
mysql_select_db
echo var6
var8 mysql_query var6
loop var2 mysql_fetch_array var8
  print_r var2
  echo
mysql_close var7","0"
"CWE_89__backticks__object-func_mysql_real_escape_string__join-concatenation_simple_quote.il","var1 exec
class class_name1
  public function function_name1 var2
    return mysql_real_escape_string var2
var3 new class_name1
var1 var3->function_name1 var1
var4 SQL_QUERY var1
var5 mysql_connect
mysql_select_db
echo var4
var6 mysql_query var4
loop var7 mysql_fetch_array var6
  print_r var7
  echo
mysql_close var5","0"
"CWE_89__backticks__object-func_mysql_real_escape_string__join-interpretation_simple_quote.il","var1 exec
class class_name1
  public function function_name1 var2
    return mysql_real_escape_string var2
var3 new class_name1
var1 var3->function_name1 var1
var4 SQL_QUERY var1
var5 mysql_connect
mysql_select_db
echo var4
var6 mysql_query var4
loop var7 mysql_fetch_array var6
  print_r var7
  echo
mysql_close var5","0"
"CWE_89__backticks__object-func_mysql_real_escape_string__select_from-concatenation_simple_quote.il","var1 exec
class class_name1
  public function function_name1 var2
    return mysql_real_escape_string var2
var3 new class_name1
var1 var3->function_name1 var1
var4 SQL_QUERY var1
var5 mysql_connect
mysql_select_db
echo var4
var6 mysql_query var4
loop var7 mysql_fetch_array var6
  print_r var7
  echo
mysql_close var5","0"
"CWE_89__backticks__object-func_mysql_real_escape_string__select_from-interpretation_simple_quote.il","var1 exec
class class_name1
  public function function_name1 var2
    return mysql_real_escape_string var2
var3 new class_name1
var1 var3->function_name1 var1
var4 SQL_QUERY var1
var5 mysql_connect
mysql_select_db
echo var4
var6 mysql_query var4
loop var7 mysql_fetch_array var6
  print_r var7
  echo
mysql_close var5","0"
"CWE_89__backticks__object-func_mysql_real_escape_string__select_from-sprintf_�s_simple_quote.il","var1 exec
class class_name1
  public function function_name1 var2
    return mysql_real_escape_string var2
var3 new class_name1
var1 var3->function_name1 var1
var4 sprintf SQL_QUERY var1
var5 mysql_connect
mysql_select_db
echo var4
var6 mysql_query var4
loop var7 mysql_fetch_array var6
  print_r var7
  echo
mysql_close var5","0"
"CWE_89__exec__func_mysql_real_escape_string__multiple_AS-concatenation_simple_quote.il","var1
exec var1 var2 var3
var4 var2_0
var4 mysql_real_escape_string var4
var5 SQL_QUERY var4
var6 mysql_connect
mysql_select_db
echo var5
var7 mysql_query var5
loop var8 mysql_fetch_array var7
  print_r var8
  echo
mysql_close var6","0"
"CWE_89__exec__func_mysql_real_escape_string__multiple_AS-interpretation_simple_quote.il","var1
exec var1 var2 var3
var4 var2_0
var4 mysql_real_escape_string var4
var5 SQL_QUERY var4
var6 mysql_connect
mysql_select_db
echo var5
var7 mysql_query var5
loop var8 mysql_fetch_array var7
  print_r var8
  echo
mysql_close var6","0"
"CWE_89__exec__func_mysql_real_escape_string__multiple_AS-sprintf_�d_simple_quote.il","var1
exec var1 var2 var3
var4 var2_0
var4 mysql_real_escape_string var4
var5 sprintf SQL_QUERY var4
var6 mysql_connect
mysql_select_db
echo var5
var7 mysql_query var5
loop var8 mysql_fetch_array var7
  print_r var8
  echo
mysql_close var6","0"
"CWE_89__exec__func_mysql_real_escape_string__multiple_AS-sprintf_�s_simple_quote.il","var1
exec var1 var2 var3
var4 var2_0
var4 mysql_real_escape_string var4
var5 sprintf SQL_QUERY var4
var6 mysql_connect
mysql_select_db
echo var5
var7 mysql_query var5
loop var8 mysql_fetch_array var7
  print_r var8
  echo
mysql_close var6","0"
"CWE_89__exec__func_mysql_real_escape_string__multiple_AS-sprintf_�u.il","var1
exec var1 var2 var3
var4 var2_0
var4 mysql_real_escape_string var4
var5 sprintf SQL_QUERY var4
var6 mysql_connect
mysql_select_db
echo var5
var7 mysql_query var5
loop var8 mysql_fetch_array var7
  print_r var8
  echo
mysql_close var6","0"
"CWE_89__exec__func_mysql_real_escape_string__multiple_AS-sprintf_�u_simple_quote.il","var1
exec var1 var2 var3
var4 var2_0
var4 mysql_real_escape_string var4
var5 sprintf SQL_QUERY var4
var6 mysql_connect
mysql_select_db
echo var5
var7 mysql_query var5
loop var8 mysql_fetch_array var7
  print_r var8
  echo
mysql_close var6","0"
"CWE_89__exec__func_mysql_real_escape_string__multiple_select-concatenation_simple_quote.il","var1
exec var1 var2 var3
var4 var2_0
var4 mysql_real_escape_string var4
var5 SQL_QUERY var4
var6 mysql_connect
mysql_select_db
echo var5
var7 mysql_query var5
loop var8 mysql_fetch_array var7
  print_r var8
  echo
mysql_close var6","0"
"CWE_89__exec__func_mysql_real_escape_string__multiple_select-interpretation_simple_quote.il","var1
exec var1 var2 var3
var4 var2_0
var4 mysql_real_escape_string var4
var5 SQL_QUERY var4
var6 mysql_connect
mysql_select_db
echo var5
var7 mysql_query var5
loop var8 mysql_fetch_array var7
  print_r var8
  echo
mysql_close var6","0"
"CWE_89__exec__func_mysql_real_escape_string__multiple_select-sprintf_�d.il","var1
exec var1 var2 var3
var4 var2_0
var4 mysql_real_escape_string var4
var5 sprintf SQL_QUERY var4
var6 mysql_connect
mysql_select_db
echo var5
var7 mysql_query var5
loop var8 mysql_fetch_array var7
  print_r var8
  echo
mysql_close var6","0"
"CWE_89__exec__func_mysql_real_escape_string__multiple_select-sprintf_�d_simple_quote.il","var1
exec var1 var2 var3
var4 var2_0
var4 mysql_real_escape_string var4
var5 sprintf SQL_QUERY var4
var6 mysql_connect
mysql_select_db
echo var5
var7 mysql_query var5
loop var8 mysql_fetch_array var7
  print_r var8
  echo
mysql_close var6","0"
"CWE_89__exec__func_mysql_real_escape_string__multiple_select-sprintf_�s_simple_quote.il","var1
exec var1 var2 var3
var4 var2_0
var4 mysql_real_escape_string var4
var5 sprintf SQL_QUERY var4
var6 mysql_connect
mysql_select_db
echo var5
var7 mysql_query var5
loop var8 mysql_fetch_array var7
  print_r var8
  echo
mysql_close var6","0"
"CWE_89__exec__func_mysql_real_escape_string__multiple_select-sprintf_�u.il","var1
exec var1 var2 var3
var4 var2_0
var4 mysql_real_escape_string var4
var5 sprintf SQL_QUERY var4
var6 mysql_connect
mysql_select_db
echo var5
var7 mysql_query var5
loop var8 mysql_fetch_array var7
  print_r var8
  echo
mysql_close var6","0"
